IP地址,数据中心,地区,城市,网络延迟
104.16.92.177,SJC,北美洲,圣何塞,161 ms
1.1.1.118,SJC,北美洲,圣何塞,161 ms
104.19.247.171,LAX,北美洲,洛杉矶,161 ms
104.17.45.150,SJC,北美洲,圣何塞,161 ms
104.18.217.108,SJC,北美洲,圣何塞,161 ms
162.159.255.181,LAX,北美洲,洛杉矶,161 ms
1.0.0.146,SJC,北美洲,圣何塞,161 ms
1.0.0.226,SJC,北美洲,圣何塞,161 ms
213.109.205.4,SJC,北美洲,圣何塞,161 ms
162.159.244.50,LAX,北美洲,洛杉矶,161 ms
104.16.44.30,HKG,亚太地区,香港,161 ms
1.1.1.81,SJC,北美洲,圣何塞,161 ms
1.0.0.76,SJC,北美洲,圣何塞,161 ms
104.16.208.249,HKG,亚太地区,香港,161 ms
164.38.155.197,SJC,北美洲,圣何塞,161 ms
172.67.25.176,HKG,亚太地区,香港,161 ms
1.1.1.54,SJC,北美洲,圣何塞,161 ms
1.1.1.111,SJC,北美洲,圣何塞,161 ms
1.0.0.199,SJC,北美洲,圣何塞,161 ms
104.22.18.76,HKG,亚太地区,香港,161 ms
172.67.47.156,HKG,亚太地区,香港,161 ms
104.21.229.64,LAX,北美洲,洛杉矶,161 ms
1.0.0.186,SJC,北美洲,圣何塞,161 ms
1.0.0.42,SJC,北美洲,圣何塞,161 ms
104.16.126.27,LAX,北美洲,洛杉矶,161 ms
104.16.125.216,LAX,北美洲,洛杉矶,161 ms
1.0.0.224,SJC,北美洲,圣何塞,161 ms
104.17.76.238,HKG,亚太地区,香港,161 ms
104.18.23.58,HKG,亚太地区,香港,161 ms
104.16.35.198,HKG,亚太地区,香港,161 ms
1.0.0.163,SJC,北美洲,圣何塞,161 ms
104.21.232.24,LAX,北美洲,洛杉矶,161 ms
104.17.246.15,SJC,北美洲,圣何塞,162 ms
1.1.1.45,SJC,北美洲,圣何塞,162 ms
1.0.0.135,SJC,北美洲,圣何塞,162 ms
1.1.1.143,SJC,北美洲,圣何塞,162 ms
172.67.38.89,HKG,亚太地区,香港,162 ms
104.18.129.160,SJC,北美洲,圣何塞,162 ms
162.159.239.232,SJC,北美洲,圣何塞,162 ms
1.0.0.25,SJC,北美洲,圣何塞,162 ms
104.18.82.216,SJC,北美洲,圣何塞,162 ms
162.159.241.78,LAX,北美洲,洛杉矶,162 ms
1.0.0.79,SJC,北美洲,圣何塞,162 ms
104.22.16.168,HKG,亚太地区,香港,162 ms
1.0.0.162,SJC,北美洲,圣何塞,162 ms
104.22.60.198,HKG,亚太地区,香港,162 ms
104.17.73.213,HKG,亚太地区,香港,162 ms
172.67.43.202,HKG,亚太地区,香港,162 ms
104.19.176.149,SJC,北美洲,圣何塞,162 ms
1.0.0.29,SJC,北美洲,圣何塞,162 ms
1.0.0.89,SJC,北美洲,圣何塞,162 ms
154.197.121.64,SJC,北美洲,圣何塞,162 ms
1.0.0.93,SJC,北美洲,圣何塞,162 ms
172.67.42.104,HKG,亚太地区,香港,162 ms
1.0.0.50,SJC,北美洲,圣何塞,162 ms
1.0.0.174,SJC,北美洲,圣何塞,162 ms
1.0.0.131,SJC,北美洲,圣何塞,162 ms
104.17.143.223,HKG,亚太地区,香港,162 ms
104.16.215.199,HKG,亚太地区,香港,162 ms
1.0.0.180,SJC,北美洲,圣何塞,162 ms
104.17.158.100,SJC,北美洲,圣何塞,162 ms
172.64.163.31,SJC,北美洲,圣何塞,162 ms
185.193.28.66,SJC,北美洲,圣何塞,162 ms
1.0.0.213,SJC,北美洲,圣何塞,162 ms
104.19.240.232,LAX,北美洲,洛杉矶,162 ms
1.1.1.249,SJC,北美洲,圣何塞,162 ms
172.66.0.55,SJC,北美洲,圣何塞,162 ms
104.17.66.228,HKG,亚太地区,香港,162 ms
104.21.237.158,LAX,北美洲,洛杉矶,162 ms
172.67.37.34,HKG,亚太地区,香港,162 ms
172.64.196.78,SJC,北美洲,圣何塞,162 ms
104.22.59.145,HKG,亚太地区,香港,163 ms
1.1.1.81,SJC,北美洲,圣何塞,163 ms
1.0.0.22,SJC,北美洲,圣何塞,163 ms
104.19.111.53,SJC,北美洲,圣何塞,163 ms
104.22.58.197,HKG,亚太地区,香港,163 ms
1.0.0.254,SJC,北美洲,圣何塞,163 ms
104.22.31.30,HKG,亚太地区,香港,163 ms
1.1.1.252,SJC,北美洲,圣何塞,163 ms
1.0.0.18,SJC,北美洲,圣何塞,163 ms
1.0.0.29,SJC,北美洲,圣何塞,163 ms
1.0.0.191,SJC,北美洲,圣何塞,163 ms
104.18.169.36,SJC,北美洲,圣何塞,163 ms
1.0.0.244,SJC,北美洲,圣何塞,163 ms
1.1.1.3,SJC,北美洲,圣何塞,163 ms
104.18.127.28,LAX,北美洲,洛杉矶,163 ms
1.0.0.111,SJC,北美洲,圣何塞,163 ms
104.16.216.45,HKG,亚太地区,香港,163 ms
172.66.45.91,SJC,北美洲,圣何塞,163 ms
104.19.137.135,LAX,北美洲,洛杉矶,163 ms
104.18.6.23,SJC,北美洲,圣何塞,163 ms
172.64.167.143,SJC,北美洲,圣何塞,163 ms
1.0.0.177,SJC,北美洲,圣何塞,163 ms
1.0.0.9,SJC,北美洲,圣何塞,163 ms
1.0.0.102,SJC,北美洲,圣何塞,163 ms
162.159.152.248,SJC,北美洲,圣何塞,163 ms
1.0.0.137,SJC,北美洲,圣何塞,163 ms
1.0.0.126,SJC,北美洲,圣何塞,163 ms
1.1.1.139,SJC,北美洲,圣何塞,163 ms
104.22.48.217,HKG,亚太地区,香港,163 ms
104.18.172.245,SJC,北美洲,圣何塞,163 ms
172.67.27.236,HKG,亚太地区,香港,163 ms
104.22.23.9,HKG,亚太地区,香港,163 ms
104.19.80.239,SJC,北美洲,圣何塞,163 ms
1.1.1.81,SJC,北美洲,圣何塞,163 ms
104.16.104.2,SJC,北美洲,圣何塞,163 ms
1.1.1.158,SJC,北美洲,圣何塞,163 ms
162.159.135.161,SJC,北美洲,圣何塞,163 ms
1.0.0.94,SJC,北美洲,圣何塞,163 ms
104.18.33.103,HKG,亚太地区,香港,163 ms
1.0.0.203,SJC,北美洲,圣何塞,163 ms
104.19.100.21,SJC,北美洲,圣何塞,163 ms
1.0.0.3,SJC,北美洲,圣何塞,163 ms
1.0.0.45,SJC,北美洲,圣何塞,164 ms
104.16.70.181,SJC,北美洲,圣何塞,164 ms
104.254.140.96,SJC,北美洲,圣何塞,164 ms
104.16.60.125,SJC,北美洲,圣何塞,164 ms
1.0.0.201,SJC,北美洲,圣何塞,164 ms
1.0.0.176,SJC,北美洲,圣何塞,164 ms
104.22.52.217,HKG,亚太地区,香港,164 ms
104.22.63.149,HKG,亚太地区,香港,164 ms
1.0.0.133,SJC,北美洲,圣何塞,164 ms
1.1.1.163,SJC,北美洲,圣何塞,164 ms
162.159.142.179,SJC,北美洲,圣何塞,164 ms
172.64.199.248,SJC,北美洲,圣何塞,164 ms
1.1.1.212,SJC,北美洲,圣何塞,164 ms
104.16.41.138,HKG,亚太地区,香港,164 ms
1.0.0.98,SJC,北美洲,圣何塞,164 ms
104.18.206.69,SJC,北美洲,圣何塞,164 ms
1.0.0.174,SJC,北美洲,圣何塞,164 ms
1.1.1.64,SJC,北美洲,圣何塞,164 ms
1.1.1.232,SJC,北美洲,圣何塞,164 ms
1.1.1.8,SJC,北美洲,圣何塞,164 ms
104.22.54.169,HKG,亚太地区,香港,164 ms
172.67.17.50,HKG,亚太地区,香港,164 ms
104.19.133.16,LAX,北美洲,洛杉矶,164 ms
1.0.0.229,SJC,北美洲,圣何塞,165 ms
104.16.39.203,HKG,亚太地区,香港,165 ms
172.66.43.230,SJC,北美洲,圣何塞,165 ms
1.0.0.252,SJC,北美洲,圣何塞,165 ms
1.0.0.243,SJC,北美洲,圣何塞,165 ms
104.18.153.44,SJC,北美洲,圣何塞,165 ms
172.67.41.114,HKG,亚太地区,香港,165 ms
104.22.19.196,HKG,亚太地区,香港,165 ms
1.0.0.231,SJC,北美洲,圣何塞,165 ms
154.197.108.226,SJC,北美洲,圣何塞,165 ms
104.17.65.221,HKG,亚太地区,香港,165 ms
1.0.0.251,SJC,北美洲,圣何塞,165 ms
104.22.27.62,HKG,亚太地区,香港,165 ms
104.16.217.22,HKG,亚太地区,香港,165 ms
104.16.116.242,LAX,北美洲,洛杉矶,165 ms
104.18.216.30,SJC,北美洲,圣何塞,165 ms
104.18.118.149,LAX,北美洲,洛杉矶,165 ms
1.0.0.209,SJC,北美洲,圣何塞,165 ms
172.67.46.209,HKG,亚太地区,香港,165 ms
104.22.50.47,HKG,亚太地区,香港,166 ms
1.0.0.180,SJC,北美洲,圣何塞,166 ms
162.159.253.226,LAX,北美洲,洛杉矶,166 ms
1.0.0.212,SJC,北美洲,圣何塞,166 ms
1.1.1.62,SJC,北美洲,圣何塞,166 ms
1.0.0.198,SJC,北美洲,圣何塞,166 ms
104.21.235.171,LAX,北美洲,洛杉矶,166 ms
1.1.1.143,SJC,北美洲,圣何塞,166 ms
104.22.29.247,HKG,亚太地区,香港,166 ms
1.0.0.122,SJC,北美洲,圣何塞,166 ms
1.0.0.26,SJC,北美洲,圣何塞,166 ms
1.0.0.247,SJC,北美洲,圣何塞,166 ms
1.1.1.143,SJC,北美洲,圣何塞,166 ms
1.0.0.97,SJC,北美洲,圣何塞,166 ms
1.0.0.179,SJC,北美洲,圣何塞,166 ms
104.16.42.247,HKG,亚太地区,香港,166 ms
162.159.242.141,LAX,北美洲,洛杉矶,166 ms
104.18.208.164,SJC,北美洲,圣何塞,166 ms
104.18.19.31,HKG,亚太地区,香港,166 ms
172.64.68.153,SJC,北美洲,圣何塞,166 ms
1.0.0.26,SJC,北美洲,圣何塞,166 ms
1.1.1.143,SJC,北美洲,圣何塞,166 ms
172.66.42.226,SJC,北美洲,圣何塞,166 ms
162.159.58.254,SJC,北美洲,圣何塞,166 ms
1.0.0.83,SJC,北美洲,圣何塞,166 ms
104.22.25.89,HKG,亚太地区,香港,166 ms
1.1.1.219,SJC,北美洲,圣何塞,167 ms
104.21.226.241,LAX,北美洲,洛杉矶,167 ms
1.1.1.179,SJC,北美洲,圣何塞,167 ms
104.18.152.48,SJC,北美洲,圣何塞,167 ms
1.0.0.226,SJC,北美洲,圣何塞,167 ms
1.0.0.179,SJC,北美洲,圣何塞,167 ms
104.17.142.188,HKG,亚太地区,香港,167 ms
104.19.132.38,LAX,北美洲,洛杉矶,167 ms
104.19.131.18,LAX,北美洲,洛杉矶,167 ms
1.0.0.23,SJC,北美洲,圣何塞,167 ms
1.0.0.6,SJC,北美洲,圣何塞,167 ms
104.22.30.4,HKG,亚太地区,香港,167 ms
1.1.1.107,SJC,北美洲,圣何塞,167 ms
162.159.141.63,SJC,北美洲,圣何塞,167 ms
172.64.109.156,SJC,北美洲,圣何塞,167 ms
104.17.80.187,SJC,北美洲,圣何塞,167 ms
172.64.159.92,SJC,北美洲,圣何塞,167 ms
104.18.255.140,SJC,北美洲,圣何塞,167 ms
1.0.0.100,SJC,北美洲,圣何塞,167 ms
1.0.0.76,SJC,北美洲,圣何塞,167 ms
1.0.0.168,SJC,北美洲,圣何塞,167 ms
1.1.1.63,SJC,北美洲,圣何塞,168 ms
1.0.0.164,SJC,北美洲,圣何塞,168 ms
104.17.141.242,HKG,亚太地区,香港,168 ms
104.17.253.117,SJC,北美洲,圣何塞,168 ms
172.66.41.151,SJC,北美洲,圣何塞,168 ms
104.18.214.13,SJC,北美洲,圣何塞,168 ms
1.0.0.5,SJC,北美洲,圣何塞,168 ms
1.0.0.24,SJC,北美洲,圣何塞,168 ms
104.18.190.124,SJC,北美洲,圣何塞,168 ms
1.1.1.194,SJC,北美洲,圣何塞,168 ms
1.0.0.229,SJC,北美洲,圣何塞,168 ms
104.19.71.113,SJC,北美洲,圣何塞,168 ms
104.17.130.195,HKG,亚太地区,香港,168 ms
198.41.200.48,SJC,北美洲,圣何塞,168 ms
162.159.194.66,SJC,北美洲,圣何塞,168 ms
162.159.130.166,SJC,北美洲,圣何塞,168 ms
104.18.199.166,SJC,北美洲,圣何塞,168 ms
1.0.0.180,SJC,北美洲,圣何塞,169 ms
172.64.89.120,SJC,北美洲,圣何塞,169 ms
1.0.0.225,SJC,北美洲,圣何塞,169 ms
1.0.0.141,SJC,北美洲,圣何塞,169 ms
104.17.109.71,SJC,北美洲,圣何塞,169 ms
172.64.174.26,SJC,北美洲,圣何塞,169 ms
1.0.0.171,SJC,北美洲,圣何塞,169 ms
104.18.25.63,HKG,亚太地区,香港,169 ms
185.148.104.149,SJC,北美洲,圣何塞,169 ms
1.1.1.138,SJC,北美洲,圣何塞,169 ms
172.64.110.93,SJC,北美洲,圣何塞,169 ms
104.19.73.81,SJC,北美洲,圣何塞,169 ms
104.16.223.183,HKG,亚太地区,香港,169 ms
1.0.0.53,SJC,北美洲,圣何塞,169 ms
104.22.26.159,HKG,亚太地区,香港,169 ms
104.16.220.101,HKG,亚太地区,香港,169 ms
1.0.0.185,SJC,北美洲,圣何塞,169 ms
104.17.62.59,SJC,北美洲,圣何塞,169 ms
104.129.164.107,SJC,北美洲,圣何塞,169 ms
104.17.229.8,SJC,北美洲,圣何塞,170 ms
1.1.1.216,SJC,北美洲,圣何塞,170 ms
104.16.209.205,HKG,亚太地区,香港,170 ms
172.67.33.204,HKG,亚太地区,香港,170 ms
1.0.0.161,SJC,北美洲,圣何塞,170 ms
104.16.46.84,HKG,亚太地区,香港,170 ms
216.205.52.149,SJC,北美洲,圣何塞,170 ms
104.17.216.205,SJC,北美洲,圣何塞,170 ms
172.67.45.88,HKG,亚太地区,香港,170 ms
1.0.0.45,SJC,北美洲,圣何塞,170 ms
172.64.106.231,SJC,北美洲,圣何塞,171 ms
1.0.0.235,SJC,北美洲,圣何塞,171 ms
172.64.206.31,SJC,北美洲,圣何塞,171 ms
162.159.45.63,LAX,北美洲,洛杉矶,171 ms
172.64.133.167,SJC,北美洲,圣何塞,171 ms
1.0.0.94,SJC,北美洲,圣何塞,171 ms
1.0.0.175,SJC,北美洲,圣何塞,171 ms
104.17.72.53,HKG,亚太地区,香港,171 ms
104.22.17.157,HKG,亚太地区,香港,171 ms
172.64.139.8,SJC,北美洲,圣何塞,171 ms
172.67.39.26,HKG,亚太地区,香港,171 ms
172.64.195.50,SJC,北美洲,圣何塞,172 ms
104.22.56.226,HKG,亚太地区,香港,172 ms
172.64.107.114,SJC,北美洲,圣何塞,172 ms
1.0.0.137,SJC,北美洲,圣何塞,172 ms
1.0.0.168,SJC,北美洲,圣何塞,172 ms
104.17.156.95,SJC,北美洲,圣何塞,172 ms
104.17.149.116,SJC,北美洲,圣何塞,172 ms
104.17.77.124,HKG,亚太地区,香港,172 ms
103.169.142.113,SJC,北美洲,圣何塞,172 ms
104.18.179.41,SJC,北美洲,圣何塞,173 ms
104.18.72.56,SJC,北美洲,圣何塞,173 ms
1.1.1.70,SJC,北美洲,圣何塞,173 ms
1.0.0.163,SJC,北美洲,圣何塞,173 ms
104.17.180.189,SJC,北美洲,圣何塞,173 ms
172.64.198.11,SJC,北美洲,圣何塞,173 ms
104.17.194.142,SJC,北美洲,圣何塞,173 ms
104.17.136.119,HKG,亚太地区,香港,173 ms
185.162.229.43,SJC,北美洲,圣何塞,173 ms
1.0.0.30,SJC,北美洲,圣何塞,173 ms
141.101.123.123,SJC,北美洲,圣何塞,173 ms
104.18.249.42,SJC,北美洲,圣何塞,173 ms
104.16.221.158,HKG,亚太地区,香港,173 ms
1.1.1.131,SJC,北美洲,圣何塞,174 ms
1.0.0.50,SJC,北美洲,圣何塞,174 ms
172.64.99.231,SJC,北美洲,圣何塞,174 ms
172.64.169.159,SJC,北美洲,圣何塞,174 ms
172.64.78.249,SEA,北美洲,西雅图,174 ms
172.64.101.197,SJC,北美洲,圣何塞,174 ms
172.67.22.218,HKG,亚太地区,香港,175 ms
172.64.96.48,SJC,北美洲,圣何塞,175 ms
1.1.1.227,SJC,北美洲,圣何塞,175 ms
1.0.0.248,SJC,北美洲,圣何塞,175 ms
104.22.21.226,HKG,亚太地区,香港,175 ms
1.0.0.76,SJC,北美洲,圣何塞,175 ms
1.0.0.175,SJC,北美洲,圣何塞,176 ms
156.252.3.38,SJC,北美洲,圣何塞,176 ms
104.18.108.36,SJC,北美洲,圣何塞,176 ms
104.17.172.24,SJC,北美洲,圣何塞,176 ms
172.64.129.29,SJC,北美洲,圣何塞,176 ms
1.0.0.68,SJC,北美洲,圣何塞,176 ms
1.0.0.142,SJC,北美洲,圣何塞,176 ms
1.0.0.130,SJC,北美洲,圣何塞,176 ms
172.64.33.21,SJC,北美洲,圣何塞,177 ms
1.0.0.35,SJC,北美洲,圣何塞,177 ms
1.1.1.224,SJC,北美洲,圣何塞,177 ms
104.17.147.43,SJC,北美洲,圣何塞,178 ms
162.159.196.66,SJC,北美洲,圣何塞,178 ms
104.17.151.15,SJC,北美洲,圣何塞,178 ms
172.64.162.130,SJC,北美洲,圣何塞,178 ms
104.19.212.142,SJC,北美洲,圣何塞,179 ms
104.18.207.213,SJC,北美洲,圣何塞,179 ms
1.1.1.244,SJC,北美洲,圣何塞,179 ms
104.18.88.172,SJC,北美洲,圣何塞,180 ms
1.0.0.96,SJC,北美洲,圣何塞,180 ms
172.64.207.221,SJC,北美洲,圣何塞,180 ms
104.18.241.227,SJC,北美洲,圣何塞,180 ms
1.0.0.236,SJC,北美洲,圣何塞,181 ms
156.238.18.124,SJC,北美洲,圣何塞,181 ms
185.148.106.20,SJC,北美洲,圣何塞,182 ms
1.1.1.189,SJC,北美洲,圣何塞,182 ms
104.18.17.165,HKG,亚太地区,香港,182 ms
1.0.0.56,SJC,北美洲,圣何塞,182 ms
154.194.12.117,SJC,北美洲,圣何塞,183 ms
45.135.235.171,SJC,北美洲,圣何塞,183 ms
104.19.218.10,SJC,北美洲,圣何塞,183 ms
104.19.230.81,SJC,北美洲,圣何塞,183 ms
172.64.143.210,SJC,北美洲,圣何塞,184 ms
104.18.240.192,SJC,北美洲,圣何塞,185 ms
104.18.80.15,SJC,北美洲,圣何塞,185 ms
146.19.21.141,SJC,北美洲,圣何塞,185 ms
145.36.144.224,SJC,北美洲,圣何塞,185 ms
167.68.11.39,SJC,北美洲,圣何塞,185 ms
172.64.141.61,SJC,北美洲,圣何塞,185 ms
154.92.9.215,SJC,北美洲,圣何塞,186 ms
1.1.1.245,SJC,北美洲,圣何塞,186 ms
104.18.85.145,SJC,北美洲,圣何塞,186 ms
92.53.191.71,SJC,北美洲,圣何塞,186 ms
104.18.92.212,SJC,北美洲,圣何塞,186 ms
104.19.222.11,SJC,北美洲,圣何塞,186 ms
1.0.0.103,SJC,北美洲,圣何塞,187 ms
104.18.133.159,SJC,北美洲,圣何塞,187 ms
172.64.138.22,SJC,北美洲,圣何塞,187 ms
172.64.100.68,SJC,北美洲,圣何塞,187 ms
172.64.173.1,SJC,北美洲,圣何塞,188 ms
167.68.5.31,SJC,北美洲,圣何塞,188 ms
1.1.1.67,SJC,北美洲,圣何塞,188 ms
172.67.20.197,HKG,亚太地区,香港,188 ms
104.18.142.11,SJC,北美洲,圣何塞,188 ms
172.67.221.149,LHR,欧洲,伦敦,189 ms
172.67.251.47,LHR,欧洲,伦敦,189 ms
104.19.191.122,SJC,北美洲,圣何塞,189 ms
172.67.190.208,LHR,欧洲,伦敦,189 ms
104.21.103.191,LHR,欧洲,伦敦,189 ms
104.19.225.103,SJC,北美洲,圣何塞,190 ms
104.19.227.160,SJC,北美洲,圣何塞,190 ms
104.18.130.171,SJC,北美洲,圣何塞,190 ms
1.1.1.170,SJC,北美洲,圣何塞,190 ms
104.21.42.225,LHR,欧洲,伦敦,190 ms
104.19.183.51,SJC,北美洲,圣何塞,190 ms
31.43.179.72,SJC,北美洲,圣何塞,190 ms
104.19.119.31,SJC,北美洲,圣何塞,190 ms
104.18.141.189,SJC,北美洲,圣何塞,190 ms
172.67.242.36,LHR,欧洲,伦敦,191 ms
45.12.30.253,SJC,北美洲,圣何塞,191 ms
104.19.196.104,SJC,北美洲,圣何塞,192 ms
1.1.1.194,SJC,北美洲,圣何塞,192 ms
104.21.81.214,LHR,欧洲,伦敦,192 ms
104.19.214.253,SJC,北美洲,圣何塞,192 ms
1.0.0.55,SJC,北美洲,圣何塞,192 ms
104.21.116.3,LHR,欧洲,伦敦,192 ms
1.1.1.129,SJC,北美洲,圣何塞,194 ms
104.19.205.133,SJC,北美洲,圣何塞,194 ms
1.1.1.213,SJC,北美洲,圣何塞,194 ms
104.18.21.26,HKG,亚太地区,香港,194 ms
162.159.36.248,SJC,北美洲,圣何塞,194 ms
1.1.1.223,SJC,北美洲,圣何塞,194 ms
172.64.170.54,SJC,北美洲,圣何塞,194 ms
104.21.71.107,LHR,欧洲,伦敦,195 ms
172.67.188.84,LHR,欧洲,伦敦,195 ms
172.67.187.244,LHR,欧洲,伦敦,195 ms
104.21.95.155,LHR,欧洲,伦敦,195 ms
172.67.232.123,LHR,欧洲,伦敦,195 ms
104.21.61.21,LHR,欧洲,伦敦,195 ms
104.21.56.245,LHR,欧洲,伦敦,195 ms
104.21.122.230,LHR,欧洲,伦敦,195 ms
104.21.222.38,LHR,欧洲,伦敦,195 ms
104.21.120.1,LHR,欧洲,伦敦,195 ms
104.21.217.101,LHR,欧洲,伦敦,195 ms
104.21.55.248,LHR,欧洲,伦敦,196 ms
104.19.181.80,SJC,北美洲,圣何塞,196 ms
172.67.171.67,LHR,欧洲,伦敦,196 ms
104.21.70.84,LHR,欧洲,伦敦,196 ms
104.18.254.228,SJC,北美洲,圣何塞,196 ms
172.67.131.174,LHR,欧洲,伦敦,196 ms
104.21.51.105,LHR,欧洲,伦敦,196 ms
104.21.41.62,LHR,欧洲,伦敦,196 ms
172.67.250.172,LHR,欧洲,伦敦,196 ms
172.67.191.167,LHR,欧洲,伦敦,196 ms
172.67.160.190,LHR,欧洲,伦敦,196 ms
172.67.132.153,LHR,欧洲,伦敦,196 ms
104.21.203.147,LHR,欧洲,伦敦,196 ms
172.67.208.222,LHR,欧洲,伦敦,196 ms
104.21.45.49,LHR,欧洲,伦敦,196 ms
172.67.253.187,LHR,欧洲,伦敦,196 ms
104.21.106.113,LHR,欧洲,伦敦,196 ms
172.67.159.221,LHR,欧洲,伦敦,196 ms
172.67.246.221,LHR,欧洲,伦敦,196 ms
104.18.111.61,SJC,北美洲,圣何塞,196 ms
104.18.10.22,SJC,北美洲,圣何塞,196 ms
172.67.201.103,LHR,欧洲,伦敦,196 ms
172.67.237.255,LHR,欧洲,伦敦,196 ms
45.131.211.78,SJC,北美洲,圣何塞,197 ms
104.21.99.184,LHR,欧洲,伦敦,197 ms
104.21.59.164,LHR,欧洲,伦敦,197 ms
104.21.125.98,LHR,欧洲,伦敦,197 ms
185.38.135.228,SJC,北美洲,圣何塞,197 ms
104.21.86.117,LHR,欧洲,伦敦,198 ms
172.67.218.8,LHR,欧洲,伦敦,198 ms
104.21.0.81,LHR,欧洲,伦敦,198 ms
1.0.0.30,SJC,北美洲,圣何塞,198 ms
1.0.0.181,SJC,北美洲,圣何塞,198 ms
104.18.121.119,LAX,北美洲,洛杉矶,198 ms
1.1.1.96,SJC,北美洲,圣何塞,198 ms
172.67.136.49,LHR,欧洲,伦敦,198 ms
104.19.105.200,SJC,北美洲,圣何塞,198 ms
147.185.161.2,SJC,北美洲,圣何塞,198 ms
172.67.145.237,LHR,欧洲,伦敦,198 ms
172.67.163.24,LHR,欧洲,伦敦,199 ms
172.67.220.66,LHR,欧洲,伦敦,199 ms
172.67.227.150,LHR,欧洲,伦敦,199 ms
104.21.127.79,LHR,欧洲,伦敦,199 ms
104.21.3.77,LHR,欧洲,伦敦,199 ms
172.64.172.209,SJC,北美洲,圣何塞,199 ms
172.67.140.114,LHR,欧洲,伦敦,199 ms
104.19.109.126,SJC,北美洲,圣何塞,199 ms
104.18.218.134,SJC,北美洲,圣何塞,199 ms
172.67.166.96,LHR,欧洲,伦敦,199 ms
188.114.99.155,LHR,欧洲,伦敦,200 ms
172.67.180.139,LHR,欧洲,伦敦,200 ms
1.0.0.238,SJC,北美洲,圣何塞,200 ms
1.1.1.242,SJC,北美洲,圣何塞,200 ms
104.18.253.208,SJC,北美洲,圣何塞,200 ms
172.67.162.134,LHR,欧洲,伦敦,200 ms
172.67.164.185,LHR,欧洲,伦敦,200 ms
104.21.83.157,LHR,欧洲,伦敦,200 ms
172.67.129.20,LHR,欧洲,伦敦,200 ms
104.21.223.250,LHR,欧洲,伦敦,200 ms
172.67.249.180,LHR,欧洲,伦敦,200 ms
1.1.1.22,SJC,北美洲,圣何塞,200 ms
104.21.89.200,LHR,欧洲,伦敦,200 ms
104.21.105.196,LHR,欧洲,伦敦,201 ms
172.67.212.131,LHR,欧洲,伦敦,201 ms
45.85.119.87,SJC,北美洲,圣何塞,201 ms
104.19.110.135,SJC,北美洲,圣何塞,201 ms
188.114.97.85,LHR,欧洲,伦敦,201 ms
172.67.176.190,LHR,欧洲,伦敦,201 ms
1.1.1.77,SJC,北美洲,圣何塞,201 ms
172.67.198.214,LHR,欧洲,伦敦,201 ms
1.0.0.78,SJC,北美洲,圣何塞,201 ms
172.67.241.183,LHR,欧洲,伦敦,201 ms
162.159.10.242,SJC,北美洲,圣何塞,202 ms
104.21.204.131,LHR,欧洲,伦敦,202 ms
172.67.144.189,LHR,欧洲,伦敦,202 ms
172.67.148.246,LHR,欧洲,伦敦,202 ms
104.21.92.130,LHR,欧洲,伦敦,202 ms
172.67.216.173,LHR,欧洲,伦敦,202 ms
104.21.66.149,LHR,欧洲,伦敦,202 ms
104.18.104.179,SJC,北美洲,圣何塞,203 ms
172.67.158.213,LHR,欧洲,伦敦,203 ms
104.21.54.51,LHR,欧洲,伦敦,203 ms
172.67.170.34,LHR,欧洲,伦敦,203 ms
104.21.4.149,LHR,欧洲,伦敦,203 ms
172.67.149.197,LHR,欧洲,伦敦,203 ms
172.67.179.177,LHR,欧洲,伦敦,203 ms
104.21.118.136,LHR,欧洲,伦敦,203 ms
172.67.228.230,LHR,欧洲,伦敦,203 ms
104.21.6.160,LHR,欧洲,伦敦,203 ms
172.67.204.100,LHR,欧洲,伦敦,203 ms
104.21.36.238,LHR,欧洲,伦敦,203 ms
172.67.252.198,LHR,欧洲,伦敦,203 ms
104.21.17.28,LHR,欧洲,伦敦,203 ms
172.67.244.48,LHR,欧洲,伦敦,203 ms
104.21.98.210,LHR,欧洲,伦敦,203 ms
104.18.101.250,SJC,北美洲,圣何塞,203 ms
104.21.88.116,LHR,欧洲,伦敦,203 ms
172.67.196.113,LHR,欧洲,伦敦,203 ms
104.21.32.26,LHR,欧洲,伦敦,203 ms
104.21.205.15,LHR,欧洲,伦敦,203 ms
172.67.207.59,LHR,欧洲,伦敦,203 ms
104.21.214.74,LHR,欧洲,伦敦,203 ms
104.21.87.28,LHR,欧洲,伦敦,203 ms
104.21.111.254,LHR,欧洲,伦敦,203 ms
172.67.167.29,LHR,欧洲,伦敦,203 ms
104.21.22.151,LHR,欧洲,伦敦,203 ms
172.67.168.68,LHR,欧洲,伦敦,203 ms
104.21.102.84,LHR,欧洲,伦敦,203 ms
172.67.146.111,LHR,欧洲,伦敦,203 ms
172.67.186.107,LHR,欧洲,伦敦,204 ms
104.21.221.169,LHR,欧洲,伦敦,204 ms
104.21.49.84,LHR,欧洲,伦敦,204 ms
104.21.7.112,LHR,欧洲,伦敦,204 ms
172.67.243.200,LHR,欧洲,伦敦,204 ms
172.67.183.7,LHR,欧洲,伦敦,204 ms
104.21.68.36,LHR,欧洲,伦敦,204 ms
104.21.200.142,LHR,欧洲,伦敦,204 ms
172.67.248.139,LHR,欧洲,伦敦,204 ms
172.67.223.74,LHR,欧洲,伦敦,204 ms
104.21.93.62,LHR,欧洲,伦敦,204 ms
